ITEM_ID,MONTH_ID,UNITS_RECEIVED,MONTH_DURATION
11,201402,50,28
11,201403,50,31
11,201404,80,30
11,201405,30,31
11,201406,10,30
11,201407,40,31
11,201408,10,31
11,201409,10,30
11,201410,10,31
11,201411,0,30
11,201412,50,31
11,201501,30,31
11,201502,40,28
11,201503,0,31
11,201504,100,30
11,201505,0,31
11,201506,110,30
11,201507,40,31
11,201508,50,31
11,201509,30,30
11,201510,0,31
11,201511,100,30
11,201512,40,31
11,201601,40,31
11,201602,30,28
11,201603,20,31
11,201604,30,30
11,201605,70,31
11,201606,70,30
11,201607,60,31
11,201608,60,31
11,201609,50,30
11,201610,40,31
11,201611,60,30
11,201612,70,31
12,201401,0,31
12,201402,30,28
12,201403,40,31
12,201404,20,30
12,201405,50,31
12,201406,50,30
12,201407,60,31
12,201408,80,31
12,201409,50,30
12,201410,60,31
12,201411,70,30
12,201412,50,31
12,201501,40,31
12,201502,50,28
12,201503,60,31
12,201504,50,30
12,201505,0,31
12,201506,130,30
12,201507,0,31
12,201508,80,31
12,201509,80,30
12,201510,100,31
12,201511,100,30
12,201512,90,31
12,201601,0,31
12,201602,70,28
12,201603,70,31
12,201604,80,30
12,201605,80,31
12,201606,70,30
12,201607,80,31
12,201608,80,31
12,201609,70,30
12,201610,80,31
12,201611,100,30
12,201612,90,31
13,201401,0,31
13,201402,20,28
13,201403,30,31
13,201404,30,30
13,201405,40,31
13,201406,20,30
13,201407,20,31
13,201408,30,31
13,201409,50,30
13,201410,40,31
13,201411,30,30
13,201412,30,31
13,201501,30,31
13,201502,40,28
13,201503,40,31
13,201504,20,30
13,201505,0,31
13,201506,60,30
13,201507,40,31
13,201508,50,31
13,201509,30,30
13,201510,40,31
13,201511,70,30
13,201512,70,31
13,201601,0,31
13,201602,80,28
13,201603,50,31
13,201604,30,30
13,201605,60,31
13,201606,40,30
13,201607,50,31
13,201608,40,31
13,201609,60,30
13,201610,60,31
13,201611,60,30
13,201612,80,31
14,201401,0,31
14,201402,10,28
14,201403,20,31
14,201404,10,30
14,201405,30,31
14,201406,0,30
14,201407,20,31
14,201408,30,31
14,201409,40,30
14,201410,40,31
14,201411,40,30
14,201412,30,31
14,201501,50,31
14,201502,40,28
14,201503,50,31
14,201504,60,30
14,201505,40,31
14,201506,80,30
14,201507,0,31
14,201508,60,31
14,201509,50,30
14,201510,40,31
14,201511,60,30
14,201512,30,31
14,201601,70,31
14,201602,60,28
14,201603,80,31
14,201604,40,30
14,201605,30,31
14,201606,40,30
14,201607,40,31
14,201608,40,31
14,201609,50,30
14,201610,60,31
14,201611,60,30
14,201612,70,31
15,201401,0,31
15,201402,20,28
15,201403,30,31
15,201404,40,30
15,201405,40,31
15,201406,60,30
15,201407,50,31
15,201408,70,31
15,201409,30,30
15,201410,50,31
15,201411,70,30
15,201412,80,31
15,201501,60,31
15,201502,60,28
15,201503,40,31
15,201504,80,30
15,201505,0,31
15,201506,120,30
15,201507,0,31
15,201508,80,31
15,201509,70,30
15,201510,100,31
15,201511,70,30
15,201512,80,31
15,201601,60,31
15,201602,50,28
15,201603,70,31
15,201604,60,30
15,201605,80,31
15,201606,90,30
15,201607,90,31
15,201608,100,31
15,201609,60,30
15,201610,90,31
15,201611,100,30
15,201612,110,31
16,201401,0,31
16,201402,20,28
16,201403,20,31
16,201404,30,30
16,201405,50,31
16,201406,0,30
16,201407,50,31
16,201408,10,31
16,201409,30,30
16,201410,30,31
16,201411,40,30
16,201412,50,31
16,201501,20,31
16,201502,70,28
16,201503,0,31
16,201504,50,30
16,201505,50,31
16,201506,40,30
16,201507,70,31
16,201508,40,31
16,201509,30,30
16,201510,60,31
16,201511,70,30
16,201512,0,31
16,201601,50,31
16,201602,70,28
16,201603,40,31
16,201604,40,30
16,201605,30,31
16,201606,80,30
16,201607,70,31
16,201608,30,31
16,201609,100,30
16,201610,20,31
16,201611,40,30
16,201612,40,31
17,201401,0,31
17,201402,20,28
17,201403,30,31
17,201404,40,30
17,201405,50,31
17,201406,0,30
17,201407,60,31
17,201408,30,31
17,201409,70,30
17,201410,50,31
17,201411,70,30
17,201412,80,31
17,201501,0,31
17,201502,50,28
17,201503,60,31
17,201504,100,30
17,201505,0,31
17,201506,150,30
17,201507,0,31
17,201508,50,31
17,201509,80,30
17,201510,70,31
17,201511,140,30
17,201512,0,31
17,201601,50,31
17,201602,70,28
17,201603,90,31
17,201604,90,30
17,201605,60,31
17,201606,90,30
17,201607,70,31
17,201608,70,31
17,201609,110,30
17,201610,30,31
17,201611,110,30
17,201612,120,31
18,201401,0,31
18,201402,20,28
18,201403,60,31
18,201404,0,30
18,201405,20,31
18,201406,0,30
18,201407,70,31
18,201408,30,31
18,201409,40,30
18,201410,20,31
18,201411,20,30
18,201412,60,31
18,201501,40,31
18,201502,40,28
18,201503,20,31
18,201504,50,30
18,201505,20,31
18,201506,80,30
18,201507,0,31
18,201508,50,31
18,201509,60,30
18,201510,50,31
18,201511,60,30
18,201512,40,31
18,201601,40,31
18,201602,40,28
18,201603,30,31
18,201604,50,30
18,201605,70,31
18,201606,80,30
18,201607,90,31
18,201608,30,31
18,201609,60,30
18,201610,50,31
18,201611,80,30
18,201612,40,31
19,201401,0,31
19,201402,30,28
19,201403,60,31
19,201404,0,30
19,201405,60,31
19,201406,40,30
19,201407,50,31
19,201408,60,31
19,201409,70,30
19,201410,40,31
19,201411,60,30
19,201412,80,31
19,201501,100,31
19,201502,0,28
19,201503,100,31
19,201504,70,30
19,201505,20,31
19,201506,160,30
19,201507,0,31
19,201508,0,31
19,201509,80,30
19,201510,50,31
19,201511,70,30
19,201512,50,31
19,201601,80,31
19,201602,80,28
19,201603,90,31
19,201604,70,30
19,201605,40,31
19,201606,80,30
19,201607,100,31
19,201608,80,31
19,201609,100,30
19,201610,50,31
19,201611,100,30
19,201612,120,31
20,201401,0,31
20,201402,40,28
20,201403,50,31
20,201404,50,30
20,201405,30,31
20,201406,0,30
20,201407,40,31
20,201408,10,31
20,201409,40,30
20,201410,20,31
20,201411,40,30
20,201412,60,31
20,201501,0,31
20,201502,20,28
20,201503,0,31
20,201504,100,30
20,201505,0,31
20,201506,120,30
20,201507,0,31
20,201508,0,31
20,201509,80,30
20,201510,50,31
20,201511,70,30
20,201512,0,31
20,201601,60,31
20,201602,60,28
20,201603,90,31
20,201604,60,30
20,201605,40,31
20,201606,30,30
20,201607,30,31
20,201608,20,31
20,201609,70,30
20,201610,50,31
20,201611,80,30
20,201612,70,31
21,201401,0,31
21,201402,40,28
21,201403,50,31
21,201404,50,30
21,201405,50,31
21,201406,50,30
21,201407,60,31
21,201408,60,31
21,201409,70,30
21,201410,20,31
21,201411,70,30
21,201412,60,31
21,201501,60,31
21,201502,40,28
21,201503,60,31
21,201504,50,30
21,201505,40,31
21,201506,120,30
21,201507,0,31
21,201508,50,31
21,201509,80,30
21,201510,100,31
21,201511,80,30
21,201512,90,31
21,201601,40,31
21,201602,60,28
21,201603,80,31
21,201604,90,30
21,201605,60,31
21,201606,70,30
21,201607,90,31
21,201608,60,31
21,201609,90,30
21,201610,30,31
21,201611,110,30
21,201612,120,31
22,201401,0,31
22,201402,40,28
22,201403,50,31
22,201404,20,30
22,201405,30,31
22,201406,0,30
22,201407,70,31
22,201408,50,31
22,201409,40,30
22,201410,100,31
22,201411,40,30
22,201412,60,31
22,201501,0,31
22,201502,100,28
22,201503,50,31
22,201504,80,30
22,201505,0,31
22,201506,100,30
22,201507,20,31
22,201508,60,31
22,201509,70,30
22,201510,60,31
22,201511,80,30
22,201512,140,31
22,201601,0,31
22,201602,80,28
22,201603,90,31
22,201604,90,30
22,201605,40,31
22,201606,90,30
22,201607,80,31
22,201608,80,31
22,201609,80,30
22,201610,50,31
22,201611,100,30
22,201612,100,31
23,201401,0,31
23,201402,40,28
23,201403,40,31
23,201404,50,30
23,201405,10,31
23,201406,0,30
23,201407,20,31
23,201408,10,31
23,201409,70,30
23,201410,10,31
23,201411,40,30
23,201412,50,31
23,201501,65,31
23,201502,20,28
23,201503,20,31
23,201504,50,30
23,201505,0,31
23,201506,50,30
23,201507,0,31
23,201508,60,31
23,201509,30,30
23,201510,50,31
23,201511,40,30
23,201512,20,31
23,201601,60,31
23,201602,60,28
23,201603,90,31
23,201604,40,30
23,201605,20,31
23,201606,40,30
23,201607,50,31
23,201608,60,31
23,201609,40,30
23,201610,60,31
23,201611,90,30
23,201612,50,31
24,201401,0,31
24,201402,30,28
24,201403,40,31
24,201404,50,30
24,201405,40,31
24,201406,30,30
24,201407,60,31
24,201408,60,31
24,201409,70,30
24,201410,20,31
24,201411,70,30
24,201412,80,31
24,201501,0,31
24,201502,100,28
24,201503,50,31
24,201504,80,30
24,201505,20,31
24,201506,100,30
24,201507,70,31
24,201508,0,31
24,201509,120,30
24,201510,0,31
24,201511,100,30
24,201512,70,31
24,201601,40,31
24,201602,70,28
24,201603,80,31
24,201604,100,30
24,201605,80,31
24,201606,80,30
24,201607,80,31
24,201608,50,31
24,201609,110,30
24,201610,40,31
24,201611,110,30
24,201612,120,31
25,201401,0,31
25,201402,20,28
25,201403,50,31
25,201404,50,30
25,201405,50,31
25,201406,30,30
25,201407,70,31
25,201408,0,31
25,201409,70,30
25,201410,100,31
25,201411,10,30
25,201412,60,31
25,201501,40,31
25,201502,80,28
25,201503,70,31
25,201504,80,30
25,201505,0,31
25,201506,100,30
25,201507,0,31
25,201508,50,31
25,201509,70,30
25,201510,80,31
25,201511,80,30
25,201512,80,31
25,201601,60,31
25,201602,70,28
25,201603,100,31
25,201604,90,30
25,201605,50,31
25,201606,80,30
25,201607,90,31
25,201608,80,31
25,201609,120,30
25,201610,60,31
25,201611,90,30
25,201612,100,31
26,201401,0,31
26,201402,20,28
26,201403,50,31
26,201404,30,30
26,201405,40,31
26,201406,20,30
26,201407,60,31
26,201408,0,31
26,201409,50,30
26,201410,40,31
26,201411,20,30
26,201412,20,31
26,201501,30,31
26,201502,40,28
26,201503,50,31
26,201504,70,30
26,201505,0,31
26,201506,40,30
26,201507,0,31
26,201508,60,31
26,201509,40,30
26,201510,80,31
26,201511,50,30
26,201512,80,31
26,201601,0,31
26,201602,40,28
26,201603,60,31
26,201604,40,30
26,201605,80,31
26,201606,50,30
26,201607,90,31
26,201608,30,31
26,201609,30,30
26,201610,20,31
26,201611,40,30
26,201612,80,31
27,201401,0,31
27,201402,20,28
27,201403,60,31
27,201404,50,30
27,201405,30,31
27,201406,0,30
27,201407,50,31
27,201408,0,31
27,201409,30,30
27,201410,20,31
27,201411,40,30
27,201412,80,31
27,201501,45,31
27,201502,20,28
27,201503,30,31
27,201504,50,30
27,201505,0,31
27,201506,40,30
27,201507,80,31
27,201508,0,31
27,201509,120,30
27,201510,0,31
27,201511,40,30
27,201512,90,31
27,201601,30,31
27,201602,90,28
27,201603,20,31
27,201604,70,30
27,201605,50,31
27,201606,40,30
27,201607,50,31
27,201608,40,31
27,201609,50,30
27,201610,20,31
27,201611,60,30
27,201612,80,31
28,201401,0,31
28,201402,20,28
28,201403,40,31
28,201404,40,30
28,201405,40,31
28,201406,0,30
28,201407,50,31
28,201408,0,31
28,201409,70,30
28,201410,20,31
28,201411,30,30
28,201412,50,31
28,201501,0,31
28,201502,40,28
28,201503,40,31
28,201504,60,30
28,201505,0,31
28,201506,100,30
28,201507,0,31
28,201508,0,31
28,201509,40,30
28,201510,20,31
28,201511,40,30
28,201512,60,31
28,201601,70,31
28,201602,80,28
28,201603,80,31
28,201604,20,30
28,201605,40,31
28,201606,40,30
28,201607,30,31
28,201608,100,31
28,201609,40,30
28,201610,40,31
28,201611,40,30
28,201612,60,31
29,201401,0,31
29,201402,10,28
29,201403,10,31
29,201404,10,30
29,201405,40,31
29,201406,0,30
29,201407,20,31
29,201408,30,31
29,201409,40,30
29,201410,10,31
29,201411,40,30
29,201412,50,31
29,201501,40,31
29,201502,40,28
29,201503,80,31
29,201504,50,30
29,201505,0,31
29,201506,160,30
29,201507,0,31
29,201508,0,31
29,201509,80,30
29,201510,0,31
29,201511,50,30
29,201512,70,31
29,201601,20,31
29,201602,50,28
29,201603,50,31
29,201604,70,30
29,201605,60,31
29,201606,70,30
29,201607,40,31
29,201608,30,31
29,201609,50,30
29,201610,50,31
29,201611,70,30
29,201612,90,31
30,201401,0,31
30,201402,20,28
30,201403,70,31
30,201404,0,30
30,201405,20,31
30,201406,40,30
30,201407,100,31
30,201408,40,31
30,201409,40,30
30,201410,80,31
30,201411,30,30
30,201412,60,31
30,201501,30,31
30,201502,120,28
30,201503,0,31
30,201504,150,30
30,201505,0,31
30,201506,100,30
30,201507,0,31
30,201508,30,31
30,201509,70,30
30,201510,50,31
30,201511,250,30
30,201512,0,31
30,201601,0,31
30,201602,20,28
30,201603,80,31
30,201604,70,30
30,201605,60,31
30,201606,70,30
30,201607,70,31
30,201608,100,31
30,201609,120,30
30,201610,40,31
30,201611,110,30
30,201612,100,31
31,201401,0,31
31,201402,30,28
31,201403,50,31
31,201404,70,30
31,201405,80,31
31,201406,80,30
31,201407,80,31
31,201408,60,31
31,201409,100,30
31,201410,100,31
31,201411,80,30
31,201412,120,31
31,201501,100,31
31,201502,90,28
31,201503,100,31
31,201504,100,30
31,201505,100,31
31,201506,240,30
31,201507,0,31
31,201508,100,31
31,201509,90,30
31,201510,100,31
31,201511,140,30
31,201512,120,31
31,201601,100,31
31,201602,100,28
31,201603,130,31
31,201604,120,30
31,201605,150,31
31,201606,110,30
31,201607,120,31
31,201608,130,31
31,201609,140,30
31,201610,130,31
31,201611,200,30
31,201612,180,31
32,201401,0,31
32,201402,30,28
32,201403,40,31
32,201404,30,30
32,201405,100,31
32,201406,0,30
32,201407,20,31
32,201408,50,31
32,201409,40,30
32,201410,30,31
32,201411,70,30
32,201412,60,31
32,201501,80,31
32,201502,30,28
32,201503,60,31
32,201504,80,30
32,201505,60,31
32,201506,200,30
32,201507,0,31
32,201508,0,31
32,201509,60,30
32,201510,100,31
32,201511,50,30
32,201512,110,31
32,201601,0,31
32,201602,60,28
32,201603,70,31
32,201604,80,30
32,201605,60,31
32,201606,90,30
32,201607,90,31
32,201608,60,31
32,201609,80,30
32,201610,80,31
32,201611,100,30
32,201612,100,31
33,201401,0,31
33,201402,30,28
33,201403,30,31
33,201404,0,30
33,201405,40,31
33,201406,30,30
33,201407,50,31
33,201408,40,31
33,201409,60,30
33,201410,40,31
33,201411,60,30
33,201412,70,31
33,201501,40,31
33,201502,50,28
33,201503,70,31
33,201504,130,30
33,201505,0,31
33,201506,40,30
33,201507,0,31
33,201508,70,31
33,201509,50,30
33,201510,100,31
33,201511,100,30
33,201512,0,31
33,201601,70,31
33,201602,70,28
33,201603,90,31
33,201604,60,30
33,201605,80,31
33,201606,90,30
33,201607,90,31
33,201608,60,31
33,201609,80,30
33,201610,90,31
33,201611,90,30
33,201612,90,31
34,201401,10,31
34,201402,20,28
34,201403,30,31
34,201404,10,30
34,201405,50,31
34,201406,40,30
34,201407,50,31
34,201408,30,31
34,201409,70,30
34,201410,80,31
34,201411,70,30
34,201412,80,31
34,201501,0,31
34,201502,50,28
34,201503,50,31
34,201504,120,30
34,201505,0,31
34,201506,70,30
34,201507,100,31
34,201508,0,31
34,201509,70,30
34,201510,100,31
34,201511,110,30
34,201512,0,31
34,201601,60,31
34,201602,70,28
34,201603,90,31
34,201604,60,30
34,201605,70,31
34,201606,90,30
34,201607,80,31
34,201608,60,31
34,201609,40,30
34,201610,100,31
34,201611,110,30
34,201612,100,31
35,201401,0,31
35,201402,20,28
35,201403,40,31
35,201404,30,30
35,201405,20,31
35,201406,40,30
35,201407,40,31
35,201408,50,31
35,201409,70,30
35,201410,100,31
35,201411,30,30
35,201412,120,31
35,201501,0,31
35,201502,40,28
35,201503,50,31
35,201504,20,30
35,201505,90,31
35,201506,200,30
35,201507,0,31
35,201508,0,31
35,201509,49,30
35,201510,50,31
35,201511,150,30
35,201512,0,31
35,201601,80,31
35,201602,70,28
35,201603,30,31
35,201604,80,30
35,201605,90,31
35,201606,80,30
35,201607,80,31
35,201608,90,31
35,201609,80,30
35,201610,100,31
35,201611,110,30
35,201612,90,31
36,201401,0,31
36,201402,20,28
36,201403,150,31
36,201404,0,30
36,201405,100,31
36,201406,40,30
36,201407,80,31
36,201408,70,31
36,201409,70,30
36,201410,100,31
36,201411,70,30
36,201412,120,31
36,201501,100,31
36,201502,100,28
36,201503,100,31
36,201504,100,30
36,201505,80,31
36,201506,200,30
36,201507,0,31
36,201508,100,31
36,201509,200,30
36,201510,0,31
36,201511,110,30
36,201512,130,31
36,201601,120,31
36,201602,100,28
36,201603,120,31
36,201604,110,30
36,201605,160,31
36,201606,150,30
36,201607,100,31
36,201608,140,31
36,201609,130,30
36,201610,120,31
36,201611,180,30
36,201612,200,31
37,201401,0,31
37,201402,20,28
37,201403,20,31
37,201404,30,30
37,201405,20,31
37,201406,50,30
37,201407,40,31
37,201408,50,31
37,201409,100,30
37,201410,40,31
37,201411,70,30
37,201412,50,31
37,201501,50,31
37,201502,50,28
37,201503,100,31
37,201504,160,30
37,201505,0,31
37,201506,200,30
37,201507,0,31
37,201508,0,31
37,201509,50,30
37,201510,20,31
37,201511,60,30
37,201512,80,31
37,201601,60,31
37,201602,60,28
37,201603,70,31
37,201604,60,30
37,201605,90,31
37,201606,80,30
37,201607,90,31
37,201608,70,31
37,201609,80,30
37,201610,60,31
37,201611,100,30
37,201612,100,31
38,201401,0,31
38,201402,10,28
38,201403,40,31
38,201404,50,30
38,201405,100,31
38,201406,0,30
38,201407,40,31
38,201408,70,31
38,201409,10,30
38,201410,50,31
38,201411,80,30
38,201412,60,31
38,201501,0,31
38,201502,60,28
38,201503,70,31
38,201504,90,30
38,201505,0,31
38,201506,80,30
38,201507,160,31
38,201508,0,31
38,201509,120,30
38,201510,0,31
38,201511,250,30
38,201512,0,31
38,201601,0,31
38,201602,20,28
38,201603,80,31
38,201604,70,30
38,201605,60,31
38,201606,90,30
38,201607,70,31
38,201608,60,31
38,201609,80,30
38,201610,90,31
38,201611,90,30
38,201612,90,31
39,201401,0,31
39,201402,10,28
39,201403,40,31
39,201404,50,30
39,201405,100,31
39,201406,0,30
39,201407,30,31
39,201408,30,31
39,201409,70,30
39,201410,80,31
39,201411,30,30
39,201412,80,31
39,201501,60,31
39,201502,60,28
39,201503,40,31
39,201504,160,30
39,201505,0,31
39,201506,10,30
39,201507,100,31
39,201508,0,31
39,201509,200,30
39,201510,0,31
39,201511,40,30
39,201512,80,31
39,201601,100,31
39,201602,60,28
39,201603,80,31
39,201604,80,30
39,201605,60,31
39,201606,50,30
39,201607,70,31
39,201608,80,31
39,201609,120,30
39,201610,60,31
39,201611,100,30
39,201612,110,31
40,201401,0,31
40,201402,10,28
40,201403,60,31
40,201404,50,30
40,201405,80,31
40,201406,80,30
40,201407,150,31
40,201408,0,31
40,201409,90,30
40,201410,100,31
40,201411,100,30
40,201412,100,31
40,201501,80,31
40,201502,100,28
40,201503,110,31
40,201504,200,30
40,201505,0,31
40,201506,300,30
40,201507,0,31
40,201508,0,31
40,201509,90,30
40,201510,110,31
40,201511,120,30
40,201512,250,31
40,201601,0,31
40,201602,90,28
40,201603,130,31
40,201604,150,30
40,201605,150,31
40,201606,80,30
40,201607,130,31
40,201608,130,31
40,201609,130,30
40,201610,160,31
40,201611,200,30
40,201612,180,31
41,201401,0,31
41,201402,10,28
41,201403,20,31
41,201404,50,30
41,201405,30,31
41,201406,50,30
41,201407,80,31
41,201408,10,31
41,201409,70,30
41,201410,40,31
41,201411,70,30
41,201412,50,31
41,201501,70,31
41,201502,50,28
41,201503,60,31
41,201504,150,30
41,201505,0,31
41,201506,200,30
41,201507,0,31
41,201508,0,31
41,201509,70,30
41,201510,100,31
41,201511,100,30
41,201512,0,31
41,201601,70,31
41,201602,70,28
41,201603,50,31
41,201604,30,30
41,201605,70,31
41,201606,100,30
41,201607,80,31
41,201608,70,31
41,201609,130,30
41,201610,40,31
41,201611,100,30
41,201612,110,31
42,201401,0,31
42,201402,40,28
42,201403,50,31
42,201404,50,30
42,201405,100,31
42,201406,40,30
42,201407,100,31
42,201408,30,31
42,201409,70,30
42,201410,100,31
42,201411,30,30
42,201412,80,31
42,201501,50,31
42,201502,80,28
42,201503,100,31
42,201504,150,30
42,201505,0,31
42,201506,300,30
42,201507,0,31
42,201508,0,31
42,201509,70,30
42,201510,100,31
42,201511,200,30
42,201512,0,31
42,201601,70,31
42,201602,90,28
42,201603,90,31
42,201604,100,30
42,201605,120,31
42,201606,90,30
42,201607,100,31
42,201608,110,31
42,201609,130,30
42,201610,150,31
42,201611,90,30
42,201612,110,31
43,201401,0,31
43,201402,10,28
43,201403,50,31
43,201404,10,30
43,201405,10,31
43,201406,60,30
43,201407,10,31
43,201408,40,31
43,201409,20,30
43,201410,10,31
43,201411,40,30
43,201412,80,31
43,201501,40,31
43,201502,40,28
43,201503,10,31
43,201504,150,30
43,201505,0,31
43,201506,40,30
43,201507,10,31
43,201508,0,31
43,201509,50,30
43,201510,50,31
43,201511,200,30
43,201512,0,31
43,201601,0,31
43,201602,10,28
43,201603,100,31
43,201604,10,30
43,201605,50,31
43,201606,90,30
43,201607,70,31
43,201608,20,31
43,201609,50,30
43,201610,50,31
43,201611,80,30
