ORDER_ID,ITEM_ID,ORDER_DATE,EMP_ID,PROMOTION_ID,QTY_SOLD,UNIT_PRICE,UNIT_COST,DISCOUNT,CUSTOMER_ID
10027,344,01-Jan-14,25,0,1,15,14.5026,0,3343
10028,254,01-Jan-14,8,0,1,11,10.8315,0,9760
10028,280,01-Jan-14,8,0,1,10,10.359,0,9760
10028,281,01-Jan-14,8,0,1,15,13.4667,0,9760
10029,79,01-Jan-14,5,0,1,11,8.216,0,4166
10029,117,01-Jan-14,5,0,1,600,468.3444,0,4166
10029,161,01-Jan-14,5,0,1,280,224.2776,0,4166
10029,186,01-Jan-14,5,0,1,17,14.442,0,4166
10029,242,01-Jan-14,5,0,1,18,16.849,0,4166
10029,250,01-Jan-14,5,0,1,13,12.035,0,4166
10029,251,01-Jan-14,5,0,1,9,8.4245,0,4166
10029,265,01-Jan-14,5,0,1,17,15.6455,0,4166
10029,331,01-Jan-14,5,0,1,10,10.359,0,4166
10029,335,01-Jan-14,5,0,1,15,13.4667,0,4166
10030,90,01-Jan-14,5,0,1,25,19.513,0,3051
10031,54,01-Jan-14,8,0,1,5,4.108,0,1137
10031,120,01-Jan-14,8,0,1,400,319.9254,0,1137
10031,230,01-Jan-14,8,0,1,13,12.035,0,1137
10031,231,01-Jan-14,8,0,1,9,8.4245,0,1137
10031,233,01-Jan-14,8,0,1,17,14.442,0,1137
10031,274,01-Jan-14,8,0,1,14,13.4667,0,1137
10031,297,01-Jan-14,8,0,1,14,13.4667,0,1137
10031,299,01-Jan-14,8,0,1,13,11.3949,0,1137
10031,308,01-Jan-14,8,0,1,15,12.4308,0,1137
10031,350,01-Jan-14,8,0,1,13,11.3949,0,1137
10032,33,01-Jan-14,25,0,1,8,6.162,0,9030
10032,36,01-Jan-14,25,0,1,5,4.108,0,9030
10032,43,01-Jan-14,25,0,1,14,10.27,0,9030
10032,127,01-Jan-14,25,0,1,200,155.0154,0,9030
10032,169,01-Jan-14,25,0,1,300,244.0668,0,9030
10032,188,01-Jan-14,25,0,1,13,12.035,0,9030
10032,232,01-Jan-14,25,0,1,17,14.442,0,9030
10032,294,01-Jan-14,25,0,1,14,14.5026,0,9030
10032,322,01-Jan-14,25,0,1,10,10.359,0,9030
10033,187,01-Jan-14,38,0,1,9,8.4245,0,5311
10033,200,01-Jan-14,38,0,1,13,12.035,0,5311
10034,1,01-Jan-14,2,0,1,46,32.864,0,6187
10034,43,01-Jan-14,2,0,1,14,10.27,0,6187
10034,94,01-Jan-14,2,0,1,30,24.1868,0,6187
10034,191,01-Jan-14,2,0,1,26,22.8665,0,6187
10034,226,01-Jan-14,2,0,1,12,10.8315,0,6187
10034,319,01-Jan-14,2,0,1,15,14.5026,0,6187
10034,338,01-Jan-14,2,0,1,15,14.5026,0,6187
10034,339,01-Jan-14,2,0,1,13,12.4308,0,6187
10035,19,01-Jan-14,8,0,1,8,6.162,0,2954
10035,36,01-Jan-14,8,0,1,5,4.108,0,2954
10035,131,01-Jan-14,8,0,1,250,204.4884,0,2954
10035,243,01-Jan-14,8,0,1,17,15.6455,0,2954
10035,262,01-Jan-14,8,0,1,34,31.291,0,2954
10035,275,01-Jan-14,8,0,1,19,16.5744,0,2954
10035,282,01-Jan-14,8,0,2,10,9.3231,0,2954
10035,349,01-Jan-14,8,0,1,15,12.4308,0,2954
10036,36,01-Jan-14,1,0,1,5,4.108,0,2412
10036,63,01-Jan-14,1,0,1,70,51.35,0,2412
10036,97,01-Jan-14,1,0,1,80,64.8646,0,2412
10036,185,01-Jan-14,1,0,1,9,8.4245,0,2412
10036,203,01-Jan-14,1,0,1,20,18.0525,0,2412
10036,293,01-Jan-14,1,0,1,10,9.3231,0,2412
10036,294,01-Jan-14,1,0,1,14,14.5026,0,2412
10036,301,01-Jan-14,1,0,1,10,9.3231,0,2412
10037,57,01-Jan-14,19,0,1,10,8.216,0,4540
10038,3,01-Jan-14,13,0,1,6,5.135,0,6022
10038,10,01-Jan-14,13,0,1,11,8.216,0,6022
10038,37,01-Jan-14,13,0,1,8,6.162,0,6022
10038,147,01-Jan-14,13,0,1,90,73.6598,0,6022
10038,164,01-Jan-14,13,0,1,800,649.7454,0,6022
10038,204,01-Jan-14,13,0,1,17,15.6455,0,6022
10038,222,01-Jan-14,13,0,1,13,12.035,0,6022
10038,253,01-Jan-14,13,0,2,13,12.035,0,6022
10038,295,01-Jan-14,13,0,1,10,10.359,0,6022
10039,254,01-Jan-14,13,0,1,11,10.8315,0,6102
10040,33,01-Jan-14,30,0,1,8,6.162,0,510
10040,71,01-Jan-14,30,0,1,12,8.216,0,510
10040,76,01-Jan-14,30,0,1,18,14.378,0,510
10040,89,01-Jan-14,30,0,1,12,9.243,0,510
10040,220,01-Jan-14,30,0,1,12,10.8315,0,510
10040,335,01-Jan-14,30,0,1,15,13.4667,0,510
10041,273,01-Jan-14,15,0,1,15,14.5026,0,2117
10041,303,01-Jan-14,15,0,1,14,14.5026,0,2117
10042,24,01-Jan-14,13,0,1,12,9.243,0,6104
10042,25,01-Jan-14,13,0,1,10,7.189,0,6104
10042,65,01-Jan-14,13,0,1,11,8.216,0,6104
10042,83,01-Jan-14,13,0,1,8,6.162,0,6104
10042,121,01-Jan-14,13,0,1,25,20.8886,0,6104
10042,227,01-Jan-14,13,0,1,13,12.035,0,6104
10042,295,01-Jan-14,13,0,1,10,10.359,0,6104
10042,306,01-Jan-14,13,0,1,16,14.5026,0,6104
10042,318,01-Jan-14,13,0,1,10,10.359,0,6104
10042,343,01-Jan-14,13,0,1,13,12.4308,0,6104
10043,31,01-Jan-14,25,0,2,4,3.081,0,3052
10043,33,01-Jan-14,25,0,1,8,6.162,0,3052
10043,125,01-Jan-14,25,0,1,100,80.2562,0,3052
10043,159,01-Jan-14,25,0,1,100,78.0574,0,3052
10043,195,01-Jan-14,25,0,1,9,8.4245,0,3052
10043,219,01-Jan-14,25,0,1,15,13.2385,0,3052
10043,248,01-Jan-14,25,0,1,13,12.035,0,3052
10043,256,01-Jan-14,25,0,1,17,15.6455,0,3052
10043,305,01-Jan-14,25,0,1,16,12.4308,0,3052
10044,79,01-Jan-14,28,0,1,11,8.216,0,6219
10044,194,01-Jan-14,28,0,1,19,16.849,0,6219
10044,349,01-Jan-14,28,0,1,15,12.4308,0,6219
10045,17,01-Jan-14,1,0,1,11,8.216,0,5847
10045,65,01-Jan-14,1,0,1,11,8.216,0,5847
10045,133,01-Jan-14,1,0,1,60,48.3736,0,5847
10045,222,01-Jan-14,1,0,1,13,12.035,0,5847
10045,272,01-Jan-14,1,0,1,14,14.5026,0,5847
10045,318,01-Jan-14,1,0,1,10,10.359,0,5847
10045,336,01-Jan-14,1,0,1,16,15.5385,0,5847
10046,272,01-Jan-14,21,0,1,14,14.5026,0,3681
10047,306,01-Jan-14,21,0,1,16,14.5026,0,9777
10047,313,01-Jan-14,21,0,1,9,7.2513,0,9777
10048,46,01-Jan-14,35,0,1,3,3.081,0,3315
10048,139,01-Jan-14,35,0,1,130,105.5424,0,3315
10048,355,01-Jan-14,35,0,1,13,10.359,0,3315
10049,121,01-Jan-14,31,0,1,25,20.8886,0,599
10049,278,01-Jan-14,31,0,1,8,7.2513,0,599
10049,292,01-Jan-14,31,0,1,14,14.5026,0,599
10049,303,01-Jan-14,31,0,1,14,14.5026,0,599
10050,12,01-Jan-14,39,0,1,8,6.162,0,9990
10050,31,01-Jan-14,39,0,1,4,3.081,0,9990
10050,44,01-Jan-14,39,0,1,11,8.216,0,9990
10050,63,01-Jan-14,39,0,1,70,51.35,0,9990
10050,196,01-Jan-14,39,0,1,13,12.035,0,9990
10050,250,01-Jan-14,39,0,1,13,12.035,0,9990
10050,337,01-Jan-14,39,0,1,15,13.4667,0,9990
10050,343,01-Jan-14,39,0,1,13,12.4308,0,9990
10050,350,01-Jan-14,39,0,1,13,11.3949,0,9990
10050,351,01-Jan-14,39,0,1,13,10.359,0,9990
10051,40,01-Jan-14,8,0,1,5,4.108,0,5368
10051,108,01-Jan-14,8,0,1,230,178.1028,0,5368
10051,133,01-Jan-14,8,0,1,60,48.3736,0,5368
10051,135,01-Jan-14,8,0,1,150,123.1328,0,5368
10051,201,01-Jan-14,8,0,1,13,12.035,0,5368
10051,299,01-Jan-14,8,0,1,13,11.3949,0,5368
10052,70,01-Jan-14,21,0,1,48,35.945,0,4360
10052,223,01-Jan-14,21,0,1,9,8.4245,0,4360
10052,247,01-Jan-14,21,0,1,19,16.849,0,4360
10052,291,01-Jan-14,21,0,1,15,13.4667,0,4360
10052,324,01-Jan-14,21,0,1,15,14.5026,0,4360
10052,343,01-Jan-14,21,0,1,13,12.4308,0,4360
10052,351,01-Jan-14,21,0,1,13,10.359,0,4360
10053,205,01-Jan-14,24,0,1,13,12.035,0,9747
10053,280,01-Jan-14,24,0,1,10,10.359,0,9747
10053,281,01-Jan-14,24,0,1,15,13.4667,0,9747
10053,284,01-Jan-14,24,0,1,14,13.4667,0,9747
10053,342,01-Jan-14,24,0,1,15,13.4667,0,9747
10054,49,01-Jan-14,36,0,1,10,8.216,0,8536
10054,151,01-Jan-14,36,0,1,50,41.7772,0,8536
10054,154,01-Jan-14,36,0,1,50,40.6778,0,8536
10054,212,01-Jan-14,36,0,1,17,15.6455,0,8536
10054,248,01-Jan-14,36,0,1,13,12.035,0,8536
10054,286,01-Jan-14,36,0,1,14,14.5026,0,8536
10055,6,01-Jan-14,13,0,1,28,20.54,0,1819
10055,113,01-Jan-14,13,0,1,230,178.1028,0,1819
10055,207,01-Jan-14,13,0,1,9,8.4245,0,1819
10055,214,01-Jan-14,13,0,1,13,12.035,0,1819
10055,235,01-Jan-14,13,0,1,13,12.035,0,1819
10055,247,01-Jan-14,13,0,1,19,16.849,0,1819
10055,250,01-Jan-14,13,0,1,13,12.035,0,1819
10055,269,01-Jan-14,13,0,1,13,12.035,0,1819
10055,311,01-Jan-14,13,0,1,15,13.4667,0,1819
10056,31,01-Jan-14,1,0,1,4,3.081,0,4684
10056,72,01-Jan-14,1,0,1,52,39.026,0,4684
10056,202,01-Jan-14,1,0,1,13,12.035,0,4684
10056,261,01-Jan-14,1,0,1,11,9.628,0,4684
10056,290,01-Jan-14,1,0,1,10,10.359,0,4684
10056,330,01-Jan-14,1,0,1,15,13.4667,0,4684
10056,332,01-Jan-14,1,0,1,16,15.5385,0,4684
10057,10,01-Jan-14,30,0,1,11,8.216,0,5725
10057,54,01-Jan-14,30,0,1,5,4.108,0,5725
10057,117,01-Jan-14,30,0,1,600,468.3444,0,5725
10057,229,01-Jan-14,30,0,1,13,12.035,0,5725
10057,252,01-Jan-14,30,0,1,17,14.442,0,5725
10057,279,01-Jan-14,30,0,1,15,14.5026,0,5725
10057,305,01-Jan-14,30,0,1,16,12.4308,0,5725
10057,309,01-Jan-14,30,0,1,59,48.6873,0,5725
10057,344,01-Jan-14,30,0,1,15,14.5026,0,5725
10058,3,01-Jan-14,10,0,1,6,5.135,0,9102
10058,7,01-Jan-14,10,0,1,18,13.351,0,9102
10058,30,01-Jan-14,10,0,1,12,9.243,0,9102
10058,282,01-Jan-14,10,0,1,10,9.3231,0,9102
10058,325,01-Jan-14,10,0,1,15,13.4667,0,9102
10058,330,01-Jan-14,10,0,1,15,13.4667,0,9102
10059,25,01-Jan-14,16,0,1,10,7.189,0,2176
10059,274,01-Jan-14,16,0,1,14,13.4667,0,2176
10059,323,01-Jan-14,16,0,1,15,13.4667,0,2176
10060,22,01-Jan-14,36,0,1,13,10.27,0,1540
10060,65,01-Jan-14,36,0,1,11,8.216,0,1540
10060,76,01-Jan-14,36,0,1,18,14.378,0,1540
10060,192,01-Jan-14,36,0,1,13,12.035,0,1540
10060,216,01-Jan-14,36,0,1,15,14.442,0,1540
10060,244,01-Jan-14,36,0,1,13,12.035,0,1540
10060,315,01-Jan-14,36,0,1,9,9.3231,0,1540
10060,318,01-Jan-14,36,0,1,10,10.359,0,1540
10060,329,01-Jan-14,36,0,1,14,13.4667,0,1540
10060,336,01-Jan-14,36,0,1,16,15.5385,0,1540
10061,151,01-Jan-14,28,0,1,50,41.7772,0,5095
10061,206,01-Jan-14,28,0,1,13,12.035,0,5095
10061,230,01-Jan-14,28,0,2,13,12.035,0,5095
10061,233,01-Jan-14,28,0,1,17,14.442,0,5095
10061,341,01-Jan-14,28,0,1,16,14.5026,0,5095
10062,57,01-Jan-14,12,0,1,10,8.216,0,5312
10062,154,01-Jan-14,12,0,1,50,40.6778,0,5312
10062,169,01-Jan-14,12,0,1,300,244.0668,0,5312
10062,181,01-Jan-14,12,0,1,20,18.0525,0,5312
10062,200,01-Jan-14,12,0,1,13,12.035,0,5312
10062,231,01-Jan-14,12,0,1,9,8.4245,0,5312
10062,254,01-Jan-14,12,0,1,11,10.8315,0,5312
10063,171,01-Jan-14,34,0,1,600,474.9408,0,8752
10063,184,01-Jan-14,34,0,1,11,9.628,0,8752
10063,210,01-Jan-14,34,0,1,13,12.035,0,8752
10063,256,01-Jan-14,34,0,1,17,15.6455,0,8752
10064,15,01-Jan-14,20,0,1,9,7.189,0,5343
10064,176,01-Jan-14,20,0,1,330,255.0608,0,5343
10064,182,01-Jan-14,20,0,1,13,12.035,0,5343
10064,215,01-Jan-14,20,0,1,13,12.035,0,5343
10064,332,01-Jan-14,20,0,1,16,15.5385,0,5343
10064,345,01-Jan-14,20,0,1,12,11.3949,0,5343
10065,18,01-Jan-14,12,0,1,18,13.351,0,9810
10065,115,01-Jan-14,12,0,1,900,740.9956,0,9810
10065,189,01-Jan-14,12,0,1,8,7.221,0,9810
10065,209,01-Jan-14,12,0,1,13,12.035,0,9810
10065,212,01-Jan-14,12,0,1,17,15.6455,0,9810
10065,215,01-Jan-14,12,0,1,13,12.035,0,9810
10065,264,01-Jan-14,12,0,1,17,15.6455,0,9810
10065,269,01-Jan-14,12,0,1,13,12.035,0,9810
10066,38,01-Jan-14,3,0,1,12,9.243,0,9402
10066,80,01-Jan-14,3,0,1,12,9.243,0,9402
10066,237,01-Jan-14,3,0,1,13,12.035,0,9402
10066,244,01-Jan-14,3,0,1,13,12.035,0,9402
10066,313,01-Jan-14,3,0,1,9,7.2513,0,9402
10067,32,02-Jan-14,35,0,1,8,6.162,0,6059
10067,45,02-Jan-14,35,0,1,5,4.108,0,6059
10067,207,02-Jan-14,35,0,1,9,8.4245,0,6059
10067,242,02-Jan-14,35,0,1,18,16.849,0,6059
10067,253,02-Jan-14,35,0,1,13,12.035,0,6059
10067,299,02-Jan-14,35,0,1,13,11.3949,0,6059
10068,193,02-Jan-14,13,0,1,14,13.2385,0,7742
10068,327,02-Jan-14,13,0,1,13,12.4308,0,7742
10069,279,02-Jan-14,9,0,1,15,14.5026,0,4698
10070,3,02-Jan-14,37,0,1,6,5.135,0,6037
10070,29,02-Jan-14,37,0,1,16,12.324,0,6037
10070,136,02-Jan-14,37,0,1,400,326.5218,0,6037
10070,170,02-Jan-14,37,0,1,200,156.1148,0,6037
10070,182,02-Jan-14,37,0,1,13,12.035,0,6037
10070,212,02-Jan-14,37,0,1,17,15.6455,0,6037
10070,315,02-Jan-14,37,0,1,9,9.3231,0,6037
10070,324,02-Jan-14,37,0,1,15,14.5026,0,6037
10071,197,02-Jan-14,28,0,1,9,8.4245,0,6304
10071,228,02-Jan-14,28,0,1,9,8.4245,0,6304
10071,282,02-Jan-14,28,0,1,10,9.3231,0,6304
10071,327,02-Jan-14,28,0,1,13,12.4308,0,6304
10071,350,02-Jan-14,28,0,1,13,11.3949,0,6304
10072,74,02-Jan-14,39,0,1,11,8.216,0,3529
10072,247,02-Jan-14,39,0,1,19,16.849,0,3529
10073,75,02-Jan-14,30,0,1,20,15.405,0,9834
10073,209,02-Jan-14,30,0,1,13,12.035,0,9834
10073,245,02-Jan-14,30,0,1,21,19.256,0,9834
10073,276,02-Jan-14,30,0,1,14,13.4667,0,9834
10073,278,02-Jan-14,30,0,1,8,7.2513,0,9834
10074,13,02-Jan-14,27,0,1,28,20.54,0,5916
10074,141,02-Jan-14,27,0,1,220,174.8046,0,5916
10074,199,02-Jan-14,27,0,1,13,12.035,0,5916
10074,206,02-Jan-14,27,0,1,13,12.035,0,5916
10074,222,02-Jan-14,27,0,1,13,12.035,0,5916
10074,227,02-Jan-14,27,0,1,13,12.035,0,5916
10074,237,02-Jan-14,27,0,1,13,12.035,0,5916
10074,239,02-Jan-14,27,0,1,13,12.035,0,5916
10074,243,02-Jan-14,27,0,1,17,15.6455,0,5916
10074,352,02-Jan-14,27,0,1,13,10.359,0,5916
10075,31,02-Jan-14,37,0,1,4,3.081,0,3567
10075,222,02-Jan-14,37,0,1,13,12.035,0,3567
10076,45,02-Jan-14,17,0,1,5,4.108,0,7155
10076,78,02-Jan-14,17,0,1,13,9.243,0,7155
10076,85,02-Jan-14,17,0,1,11,8.216,0,7155
10076,202,02-Jan-14,17,0,1,13,12.035,0,7155
10076,243,02-Jan-14,17,0,1,17,15.6455,0,7155
10076,263,02-Jan-14,17,0,1,43,36.105,0,7155
10076,285,02-Jan-14,17,0,1,14,13.4667,0,7155
10076,286,02-Jan-14,17,0,1,14,14.5026,0,7155
10077,74,02-Jan-14,11,0,1,11,8.216,0,8605
10077,86,02-Jan-14,11,0,1,16,12.324,0,8605
10077,150,02-Jan-14,11,0,1,800,650.8448,0,8605
10077,220,02-Jan-14,11,0,1,12,10.8315,0,8605
10077,225,02-Jan-14,11,0,1,20,18.0525,0,8605
10077,254,02-Jan-14,11,0,1,11,10.8315,0,8605
10077,321,02-Jan-14,11,0,1,15,13.4667,0,8605
10077,327,02-Jan-14,11,0,1,13,12.4308,0,8605
10077,350,02-Jan-14,11,0,1,13,11.3949,0,8605
10078,52,02-Jan-14,24,0,1,8,6.162,0,405
10078,161,02-Jan-14,24,0,1,280,224.2776,0,405
10078,191,02-Jan-14,24,0,1,26,22.8665,0,405
10078,242,02-Jan-14,24,0,1,18,16.849,0,405
10079,56,02-Jan-14,32,0,1,15,11.297,0,2087
10079,71,02-Jan-14,32,0,1,12,8.216,0,2087
10079,254,02-Jan-14,32,0,1,11,10.8315,0,2087
10079,261,02-Jan-14,32,0,1,11,9.628,0,2087
10079,275,02-Jan-14,32,0,1,19,16.5744,0,2087
10079,353,02-Jan-14,32,0,1,13,10.359,0,2087
10080,166,02-Jan-14,2,0,1,1000,806.9596,0,6514
10080,188,02-Jan-14,2,0,1,13,12.035,0,6514
10080,235,02-Jan-14,2,0,1,13,12.035,0,6514
10080,327,02-Jan-14,2,0,1,13,12.4308,0,6514
10081,52,02-Jan-14,35,0,1,8,6.162,0,9467
10081,229,02-Jan-14,35,0,1,13,12.035,0,9467
10081,277,02-Jan-14,35,0,1,15,14.5026,0,9467
10081,284,02-Jan-14,35,0,1,14,13.4667,0,9467
10081,315,02-Jan-14,35,0,1,9,9.3231,0,9467
10082,268,02-Jan-14,13,0,1,35,31.291,0,8365
10083,76,02-Jan-14,11,0,1,18,14.378,0,3307
10083,117,02-Jan-14,11,0,1,600,468.3444,0,3307
10083,218,02-Jan-14,11,0,1,17,15.6455,0,3307
10083,229,02-Jan-14,11,0,1,13,12.035,0,3307
10084,31,02-Jan-14,20,0,1,4,3.081,0,4515
10084,65,02-Jan-14,20,0,1,11,8.216,0,4515
10084,229,02-Jan-14,20,0,1,13,12.035,0,4515
10084,257,02-Jan-14,20,0,1,26,22.8665,0,4515
10084,265,02-Jan-14,20,0,1,17,15.6455,0,4515
10084,290,02-Jan-14,20,0,1,10,10.359,0,4515
10085,22,02-Jan-14,10,0,1,13,10.27,0,914
10085,31,02-Jan-14,10,0,1,4,3.081,0,914
10085,200,02-Jan-14,10,0,1,13,12.035,0,914
10085,209,02-Jan-14,10,0,1,13,12.035,0,914
10085,215,02-Jan-14,10,0,1,13,12.035,0,914
10085,237,02-Jan-14,10,0,1,13,12.035,0,914
10085,265,02-Jan-14,10,0,1,17,15.6455,0,914
10085,278,02-Jan-14,10,0,1,8,7.2513,0,914
10085,298,02-Jan-14,10,0,1,10,9.3231,0,914
10086,11,02-Jan-14,27,0,1,28,21.567,0,280
10086,24,02-Jan-14,27,0,1,12,9.243,0,280
10086,208,02-Jan-14,27,0,1,13,12.035,0,280
10086,294,02-Jan-14,27,0,1,14,14.5026,0,280
10086,300,02-Jan-14,27,0,1,15,13.4667,0,280
10086,302,02-Jan-14,27,0,1,13,10.359,0,280
